"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"Kurs Valüt","Veselo","sing36","Синтетичні інсинуації","electronic","українська","Дніпро","чоловіча","центр","Veselo","Kurs_Valut_Veselo.mp3","https://www.neformat.com.ua/images/imagecache/material_680w/news/a1880907266_10.jpg","https://www.facebook.com/gurtkursvalut/","https://pincet.bandcamp.com/album/veselo?fbclid=IwAR2uq0kFNmROvXrnlNv1JxJMKryzeyq7hnIJ4pDkQH7Hlt2QvKEau2QIhAE","yes","long list","2018","","img/covers18/QPBVPJPM3k.JPEG","yes"
"LATEXFAUNA","Ajahuaska","sing37","indie pop","indie","українська","Київ","чоловіча","київ","Australia","Latexfauna_Australia.mp3","https://images.genius.com/18bec85e198cec2eea3869cfaea3ce85.600x600x1.jpg","https://www.facebook.com/latexfauna/","https://www.deezer.com/en/album/62151552","yes","long list","2018","","","no link"
"LAUD","Музика","sing38","","pop","українська","Київ","чоловіча","київ","Muzika","LAUD_Muzika.mp3","https://toloka.to/photos/181025122857804752_f0_0.jpg","https://www.facebook.com/laudenjoy/?ref=br_rs","https://soundcloud.com/enjoylaud/sets/music","yes","long list","2018","","img/covers18/cpu1dlYRqa.JPEG","yes"
"Lyudska Podoba","Volnydorozhkibarashki","sing39","Experimental electronic pop","avant-garde","специфічна","Київ","мікс","київ","Illuzii Svoi","Lyudska_Podoba_Illuzii_Svoi.mp3","https://f4.bcbits.com/img/a3570139740_16.jpg","https://www.facebook.com/LyudskaPodoba/","https://itunes.apple.com/ua/album/volnydorozhkibarashki/1437747002?i=1437747225","yes","long list","2018","","img/covers18/b0jCs8C2ve.JPEG","yes"
"ONUKA","MOZAЇKA","sing40","electronic","electronic","мікс","Київ","мікс","київ","ANIMAL","Onuka_ANIMAL.mp3","https://i1.sndcdn.com/artworks-000321441057-5qvvj7-t500x500.jpg","https://www.facebook.com/onuka.official/","https://soundcloud.com/onukaofficial/sets/onuka-mozaika","yes","long list","2018","","img/covers18/wMVHE65XiI.JPEG","yes"
"Postman","Everything is New","sing41","indie folk","country","мікс","Київ","чоловіча","київ","Like a Child","Postman_Like_a_Child.mp3","https://img.the-village.com.ua/the-village.com.ua/post_image-image/LuxoslUMWVhsFs1mleTjGw-article.jpg","https://www.facebook.com/postmansings/","https://soundcloud.com/postmanplays/sets/everything-is-new-lp-2018","yes","long list","2018","","img/covers18/6D8rd7g1e4.JPEG","yes"
"r.roo","Delicate reflex part 3","sing42","electronic","electronic","російська","Київ","чоловіча","київ","Incident with the Man Who Carries a Case","R.roo_Incident_with_the_Man_Who_Carries_a_Case.mp3","https://f4.bcbits.com/img/a1227643159_10.jpg","https://www.facebook.com/rroo.idm/","https://rroo.bandcamp.com/album/delicate-reflex-part-3","yes","long list","2018","","","no link"
"Stoned Jesus","Pilgrims","sing43","rock","rock","англійська","Київ","чоловіча","київ","Thessalia","Stoned_Jesus_Thessalia.mp3","https://f4.bcbits.com/img/a1224613244_10.jpg","https://www.facebook.com/stonedjesusband/","https://itunes.apple.com/us/album/pilgrims/1403423847","yes","long list","2018","","img/covers18/zsIkiJ3lTt.JPEG","yes"
"The Orchestra Of Mirrored Reflections","Narrow Escape","sing44","Dark Jazz","jazz","немає","Дніпро","мікс","центр","","","https://f4.bcbits.com/img/a3108677677_16.jpg","https://www.facebook.com/TheOrchestraOfMirroredReflections","https://joltai.bandcamp.com/album/narrow-escape","","long list","2018","","img/covers18/0CagLyMZGl.JPEG","yes"
"Voin Oruwu","Big Space Adventure","sing45","electronic","electronic","немає","Київ","чоловіча","київ","","","https://imagesaws.juno.co.uk/300/CS686272-01A-MED.jpg","https://www.facebook.com/oruwu/?ref=py_c&eid=ARCpBhg5CJ2Y6S8Fiu7LgnGJp-5pQ4bvFGgaYUYQ84C0KCO7HY8rXF2a-oETFctZZzdX5emEIdrH54Hc","https://soundcloud.com/privatepersons/privatepersons007","","long list","2018","","img/covers18/c9q9fPO42b.JPEG","yes"
"Woo York","Chasing The Dream","sing46","electronic","electronic","немає","Київ","чоловіча","київ","Second Breath","Woo_York_Second_Breath.mp3","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/31948851_1255898851206785_3604929633952202752_n.jpg?_nc_cat=109&_nc_ht=scontent.fiev18-1.fna&oh=5396ec8146018e3cea35257c3e08231e&oe=5C9BF19F","https://www.facebook.com/woo.york.official/","https://soundcloud.com/woo-york/sets/chasing-the-dream-lp","yes","long list","2018","","","no link"
"YUKO","DURA?","sing47","electronic","electronic","мікс","Київ","мікс","київ","YARYNO","YUKO_YARYNO.mp3","https://i1.sndcdn.com/artworks-000448515327-59b3vv-t500x500.jpg","https://www.facebook.com/yukoUA/","https://soundcloud.com/masterskayalab/sets/yuko-dura","yes","long list","2018","","img/covers18/XjRMQd82WW.JPEG","yes"
"Yuriy Seredin","Asylum Search","sing48","Jazz","jazz","немає","Київ","чоловіча","київ","Asylum Search","Yuriy_Seredin_Asylum_Search.mp3","https://images-na.ssl-images-amazon.com/images/I/61avmspP3eL._SS500.jpg","https://www.facebook.com/yuriy.seredin","https://itunes.apple.com/de/album/asylum-search-feat-ben-van-gelder-igor-spallati-igor-osypov/1442107261?l=en&fbclid=IwAR3Tu9qVLDA0ARyxy6RfceNz9-rRd1lojxIsbdWiH-9jpcIRHx1bqKtMYiE","yes","long list","2018","","img/covers18/f4XDFoqLkv.JPEG","yes"
"ZAVOLOKA","Promeni","sing49","Electronica","avant-garde","немає","Vienna","жіноча","закордон","","","https://f4.bcbits.com/img/a1015221388_10.jpg","https://www.facebook.com/Zavoloka.Official/","https://shop.zavoloka.com/album/promeni","","long list","2018","","img/covers18/aXdt4JXE86.JPEG","yes"
"Вагоновожатые","Референс","sing50","dans/electro","electronic","мікс","Київ","чоловіча","київ","Chelovecheskie slabosti","Vagonovozhatyie_Chelovecheskie_slabosti.mp3","https://www.buro247.ua/thumb/670x830_0/images/2018/11/vagonovozhatye-reference-album-3.jpg","https://www.facebook.com/vagonodrivers/","https://itunes.apple.com/ua/album/%D1%80%D0%B5%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%81/1441136499","yes","long list","2018","","img/covers18/NvhLstihm7.JPEG","yes"
"Луи Франк","Атлантида","sing51","pop","pop","російська","Zurich, Київ","чоловіча","київ","Перекрестки (feat. Дина Корзун & Илья Галушко)","Луи_Франк_Перекрестки.mp3","https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/a3/0c/01/a30c0189-0a5c-c9de-79ae-a1720bad1298/5060268290037.jpg/268x0w.jpg","https://www.facebook.com/louisfranck.official/","https://itunes.apple.com/ua/album/%D0%BB%D1%83%D0%B8-%D1%84%D1%80%D0%B0%D0%BD%D0%BA-%D0%B0%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D0%B0-feat-%D0%B4%D0%B8%D0%BD%D0%B0-%D0%BA%D0%BE%D1%80%D0%B7%D1%83%D0%BD-%D0%B8%D0%BB%D1%8C%D1%8F-%D0%B3%D0%B0%D0%BB%D1%83%D1%88%D0%BA%D0%BE/1343628387?l=ru","yes","long list","2018","","img/covers18/atNyfA3ZIW.JPEG","yes"
"Луи Франк","Атлантида","sing52","pop","pop","російська","Zurich, Київ","чоловіча","закордон","Перекрестки (feat. Дина Корзун & Илья Галушко)","Луи_Франк_Перекрестки.mp3","https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/a3/0c/01/a30c0189-0a5c-c9de-79ae-a1720bad1298/5060268290037.jpg/268x0w.jpg","https://www.facebook.com/louisfranck.official/","https://itunes.apple.com/ua/album/%D0%BB%D1%83%D0%B8-%D1%84%D1%80%D0%B0%D0%BD%D0%BA-%D0%B0%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D0%B0-feat-%D0%B4%D0%B8%D0%BD%D0%B0-%D0%BA%D0%BE%D1%80%D0%B7%D1%83%D0%BD-%D0%B8%D0%BB%D1%8C%D1%8F-%D0%B3%D0%B0%D0%BB%D1%83%D1%88%D0%BA%D0%BE/1343628387?l=ru","yes","long list","2018","","img/covers18/atNyfA3ZIW.JPEG","yes"
"Луна","Заколдованные сны","sing53","pop","pop","російська","Київ","жіноча","київ","Спящая красавица","Luna_Спящая_красавица.mp3","https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2Feb6497928c8e7da2cb4d153126410f01.1000x1000x1.jpg","https://www.facebook.com/lunavokne/","https://itunes.apple.com/ua/album/%D0%B7%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D1%81%D0%BD%D1%8B/1439087437?app=music&ign-mpt=uo%3D4","yes","long list","2018","","","no link"
"Любомир Мельник","Fallen Trees","sing54","","instrumental","немає","Kingston","чоловіча","закордон","Requiem for a Fallen Tree","Lubomyr_Melnyk_Requiem_for_a_Fallen_Tree.mp3","https://toloka.to/photos/181124075905385484_f0_0.jpg","https://www.facebook.com/melnyk.lubomyr/","https://soundcloud.com/erasedtapes/lubomyr-melnyk-son-of-parasol","yes","long list","2018","","img/covers18/doVa1dXPGC.JPEG","yes"
"Псючий Син","ТОРБА","sing55","rap","hip hop & rap","мікс","Калуш","чоловіча","захід","","","https://f4.bcbits.com/img/a4210461279_16.jpg","https://www.facebook.com/%D0%9F%D1%81%D1%8E%D1%87%D0%B8%D0%B9-%D0%A1%D0%B8%D0%BD-577424929319147","https://soundcloud.com/doggyson235/sets/2018-prod-by-angelo-porter","","long list","2018","","img/covers18/6vl1xwSqXt.JPEG","yes"
"Руки'в Брюки","Jumpin' & Humpin'","sing56","Rock-n-roll","r&b and soul","англійська","Київ","чоловіча","київ","Back on the Road Again","RvB_Back_on_the_Road_Again.mp3","https://f4.bcbits.com/img/a1274563867_16.jpg","https://www.facebook.com/rukivbryuki.rvb/?__tn__=K-R&eid=ARAFechcO1tfhUmivdIXlWOCSwLDsPloBpRJGPOED8PfI4PYf7kuFoD0rpZc-RUlWjvY1QPscbB5TVzJ&fref=mentions&__xts__%5b0%5d=68.ARB7T33jP-AvEVpsCN21hixV60nX7XhkqnpJUoqVpeYT3uTpnc5l-aCNHUJ_DbhcEn_KQwXFHftpNCdtbcdX7ZZgXxeCQ_xLn3fS6YD9M84_bLFwPnnLScZcyBtv37SyhnkswkmNCZ3DXV_PiZFIwYvTkLKJo0fs4vj45slK4TJAG3jyB4idQBpMzfsKFY7stpl9rg","https://rukivbryuki.bandcamp.com/album/jumpin-humpin?fbclid=IwAR3X1ykZp9d7yECsifAtKk2-VyhQ2zu3xcN9VzXPodp6QsFHPgsMQqIuQlU","yes","long list","2018","","img/covers18/CVk4U3MJoX.JPEG","yes"
"СОЮЗ","Это все совсем не то","sing57","avant-pop / krautpop / fake jazz trio / indie","indie","російська","Київ, Minsk","чоловіча","київ","Офисная","СОЮЗ_Офисная.mp3","https://static.qobuz.com/images/covers/db/uc/uir3j4910ucdb_600.jpg","https://www.facebook.com/gruppasoyuz/","https://soundcloud.com/masterskayalab/sets/soyuz-eto-vse-sovsem-ne-to","yes","long list","2018","","img/covers18/gyRAoAWkbD.JPEG","yes"
"СОЮЗ","Это все совсем не то","sing58","avant-pop / krautpop / fake jazz trio / indie","indie","російська","Київ, Minsk","чоловіча","закордон","Офисная","СОЮЗ_Офисная.mp3","https://static.qobuz.com/images/covers/db/uc/uir3j4910ucdb_600.jpg","https://www.facebook.com/gruppasoyuz/","https://soundcloud.com/masterskayalab/sets/soyuz-eto-vse-sovsem-ne-to","yes","long list","2018","","img/covers18/gyRAoAWkbD.JPEG","yes"
"Счастливые люди","Датаизм","sing59","Крипто-поп","indie","російська","Los Angeles, Київ","мікс","київ","Благая весть","Schastlivye_lyudi_Blagaya_vest.mp3","https://i1.sndcdn.com/artworks-000332906001-q2ay4d-t500x500.jpg","https://www.facebook.com/happyludy/","https://soundcloud.com/masterskayalab/sets/schastlivye-lyudi-dataizm","yes","long list","2018","","img/covers18/CbvdXKGRTx.JPEG","yes"
"Счастливые люди","Датаизм","sing60","Крипто-поп","indie","російська","Los Angeles, Київ","мікс","закордон","Благая весть","Schastlivye_lyudi_Blagaya_vest.mp3","https://i1.sndcdn.com/artworks-000332906001-q2ay4d-t500x500.jpg","https://www.facebook.com/happyludy/","https://soundcloud.com/masterskayalab/sets/schastlivye-lyudi-dataizm","yes","long list","2018","","img/covers18/CbvdXKGRTx.JPEG","yes"
"ТНМК","7","sing61","","hip hop & rap","українська","Харків","чоловіча","схід","Хоббіт","ТНМК_Хоббіт.mp3","https://notatky.com.ua/wp-content/uploads/tnmk-seven-cover-400.jpg","https://www.facebook.com/TNMKband/?fref=pb&hc_location=profile_browser","https://itunes.apple.com/ru/album/7/1442928820","yes","long list","2018","","",""
"044 Rose","ROSE 044","sing62","hip hop pop","hip hop & rap","російська","Київ","чоловіча","київ","","","https://fastfoodmusic.com/wp-content/uploads/2018/11/dGwSYqB7D_w.jpg","","https://soundcloud.com/044klan/sets/044-rose-rose-044","","усі альбоми","2018","","","no link"
"1914","The Blind Leading The Blind","sing63","death\doom metal","metal","англійська","Львів","чоловіча","захід","","","https://f4.bcbits.com/img/a3668139661_10.jpg","https://www.facebook.com/1914band/","https://x1914x.bandcamp.com/album/the-blind-leading-the-blind","","усі альбоми","2018","","img/covers18/4MF8PMFxxm.JPEG","yes"
"2sleepy","For The Next Day","sing64","electronic","electronic","немає","Київ Krakow Brooklyn","чоловіча","київ","A Driver for the Night","2sleepy_A_Driver_for_the_Night.mp3","https://liroom.com.ua/wp-content/uploads/2018/11/2-2-500x500.jpg","https://www.facebook.com/2sleepy.band/","https://soundcloud.com/2sleepy/sets/2sleepy-for-the-next-day-private","yes","усі альбоми","2018","","img/covers18/sIznQlN4sZ.JPEG","yes"
"2sleepy","For The Next Day","sing65","electronic","electronic","немає","Київ Krakow Brooklyn","чоловіча","закордон","A Driver for the Night","2sleepy_A_Driver_for_the_Night.mp3","https://liroom.com.ua/wp-content/uploads/2018/11/2-2-500x500.jpg","https://www.facebook.com/2sleepy.band/","https://soundcloud.com/2sleepy/sets/2sleepy-for-the-next-day-private","yes","усі альбоми","2018","","img/covers18/sIznQlN4sZ.JPEG","yes"
"8X8","New Data New Day","sing66","Psychedelic","rock","англійська","from duo of Lane Steinberg (NYC, US) and Alex Khodchenko (Kiev, Ukraine)","чоловіча","київ","","","https://rock.ua/rockdb/i/cd/full/1174-new_data_new_day.jpg","https://www.facebook.com/8X8theband/","https://www.youtube.com/playlist?list=OLAK5uy_nuqq_aKGvDdEFXuI7mNje0sV7evtSXzGY","","усі альбоми","2018","","img/covers18/4IFu3Vzi1e.JPEG","yes"
"8X8","New Data New Day","sing67","Psychedelic","rock","англійська","from duo of Lane Steinberg (NYC, US) and Alex Khodchenko (Kiev, Ukraine)","чоловіча","закордон","","","https://rock.ua/rockdb/i/cd/full/1174-new_data_new_day.jpg","https://www.facebook.com/8X8theband/","https://www.youtube.com/playlist?list=OLAK5uy_nuqq_aKGvDdEFXuI7mNje0sV7evtSXzGY","","усі альбоми","2018","","img/covers18/4IFu3Vzi1e.JPEG","yes"
"Advokaty","23:45","sing68","alternative rock","rock","російська","Київ","мікс","київ","23:45","Advokaty_23_45.mp3","https://rock.ua/rockdb/i/cd/full/1050-2345.jpg","https://www.facebook.com/advokaty.official/","https://soundcloud.com/advokaty/sets/2345album","yes","усі альбоми","2018","","img/covers18/2QIE4P9Ttu.JPEG","yes"
"Aero Benin","Aero Benin","sing69","psychedelic pop","indie","мікс","Київ","чоловіча","київ","Sun Always Rise","Aero_Benin_Sun_Always_Rise.mp3","https://f4.bcbits.com/img/0014279796_10.jpg","https://www.facebook.com/aerobenin/","https://aerobenin.bandcamp.com/album/aero-benin","yes","усі альбоми","2018","","img/covers18/nUZobyNxvd.JPEG","yes"
"AGHIAZMA","Plus Ultra","sing70","post-punk, goth-rock, industrial metal influenced","rock","англійська","Київ","мікс","київ","","","https://toloka.to/photos/181124150853804752_f0_0.jpg","https://www.facebook.com/aghiazma/","https://play.google.com/store/music/album/AGHIAZMA_Plus_Ultra?id=Byrczshw7pbplj7azsmyf6va3eq","","усі альбоми","2018","","img/covers18/iaatWBexOR.JPEG","yes"
"Alex Demian","Зорі в неоні","sing71","pop","pop","українська","Київ","чоловіча","київ","","","https://images.shazam.com/coverart/t406916381-b1398941960_s400.jpg","https://www.facebook.com/AlexDemianMusic/","https://itunes.apple.com/ua/album/%D0%B7%D0%BE%D1%80%D1%96-%D0%B2-%D0%BD%D0%B5%D0%BE%D0%BD%D1%96/1398941791?app=music&ign-mpt=uo%3D4","","усі альбоми","2018","","img/covers18/dkO0hPg5rx.JPEG","yes"
"Alex Zakharchuk","ЖИВЕМ ОДИН РАЗ","sing72","pop","pop","мікс","Київ","чоловіча","київ","","","http://vinyla.com.ua/files/products/alex-zakharchuk-zhivem-odin-raz.800x700.jpg?1d6952fc939f85a104853c75f447208c","https://www.facebook.com/zakharchukofficial/?eid=ARAEMUXcEAb_r90__2KNgyr7D3q_tQt7Av-EfesxnCKhbLrei3bCsrV7x_AW9-NDfqgJ-cfIIQ2V1hym","https://www.youtube.com/watch?v=yzfFLyoL72M&feature=youtu.be","","усі альбоми","2018","","img/covers18/KuMomYrieQ.JPEG","yes"
"Amphibian Man","No Surfers In My Town","sing73","surf rock","rock","англійська","Київ","чоловіча","київ","","","https://f4.bcbits.com/img/a0533825538_10.jpg","https://www.facebook.com/amphibianmansurf","https://soundcloud.com/user-210549985/sets/no-surfers-in-my-town","","усі альбоми","2018","","img/covers18/rg5UWzWgeZ.JPEG","yes"
"Andrey Chmut","Smoothability","sing74","jazz","jazz","немає","Київ","чоловіча","київ","Moving Forward","Andrey_Chmut_ Moving Forward.m4a","https://images-na.ssl-images-amazon.com/images/I/710YwOmMLQL._SL1400_.jpg","https://www.facebook.com/andrey.chmut.3","https://itunes.apple.com/ru/album/smoothability/1388690133","yes","усі альбоми","2018","","img/covers18/T8v5j4c8Sk.JPEG","yes"
"Anna Mia Quintet","Miasophy","sing75","new jazz","jazz","мікс","Київ","жіноча","київ","Anna Mia Quintet - Character","Anna_Mia_Quintet_Character.mp3","https://fancymusic.ru/wp-content/uploads/2012/12/Cover50080.jpg","https://www.facebook.com/annamiamusic","https://itunes.apple.com/ru/album/miasophy/1439603670","yes","усі альбоми","2018","","img/covers18/vpJLlZBFB4.JPEG","yes"
"Anton Belov","Piano Works I","sing76","instrumental","instrumental","немає","Київ","чоловіча","київ","Woven","Anton_Belov_Woven.mp3","https://f4.bcbits.com/img/a1868104046_16.jpg","https://www.facebook.com/antonbelovmusic/","https://antonbelov.bandcamp.com/album/piano-works-i","yes","усі альбоми","2018","","img/covers18/Kh4rfTcIaG.JPEG","yes"
